sex,length_standardized,length_mm,diameter_standardized,diameter_mm,height_standardized,height_mm,whole_weight_standardized,whole_weight_g,no_rings,age_years
F,0.495,99,0.37,37,0.12,24,0.594,118.8,7,8.5
I,0.5,100,0.365,36.5,0.125,25,0.528,105.6,9,10.5
M,0.505,101,0.39,39,0.115,23,0.5585,111.7,8,9.5
I,0.515,103,0.4,40,0.135,27,0.636,127.2,9,10.5
I,0.525,105,0.39,39,0.105,21,0.567,113.4,8,9.5
I,0.53,106,0.405,40.5,0.13,26,0.6615,132.3,9,10.5
I,0.53,106,0.42,42,0.13,26,0.658,131.6,8,9.5
M,0.535,107,0.415,41.5,0.135,27,0.78,156,8,9.5
I,0.535,107,0.41,41,0.13,26,0.6075,121.5,9,10.5
I,0.54,108,0.41,41,0.135,27,0.7025,140.5,8,9.5
I,0.55,110,0.425,42.5,0.155,31,0.8725,174.5,10,11.5
F,0.565,113,0.45,45,0.175,35,1.2365,247.3,10,11.5
M,0.57,114,0.47,47,0.155,31,1.186,237.2,10,11.5
I,0.57,114,0.42,42,0.13,26,0.7745,154.9,9,10.5
F,0.57,114,0.42,42,0.16,32,0.8875,177.5,8,9.5
I,0.575,115,0.455,45.5,0.155,31,0.8725,174.5,8,9.5
I,0.575,115,0.44,44,0.125,25,0.8515,170.3,9,10.5
F,0.575,115,0.475,47.5,0.16,32,0.895,179,9,10.5
M,0.575,115,0.45,45,0.155,31,0.886,177.2,9,10.5
I,0.58,116,0.46,46,0.14,28,0.9265,185.3,10,11.5
I,0.58,116,0.46,46,0.14,28,0.8295,165.9,10,11.5
I,0.58,116,0.47,47,0.15,30,0.907,181.4,11,12.5
M,0.58,116,0.47,47,0.165,33,1.041,208.2,9,10.5
F,0.585,117,0.465,46.5,0.165,33,0.9355,187.1,9,10.5
F,0.585,117,0.46,46,0.165,33,1.058,211.6,9,10.5
F,0.595,119,0.465,46.5,0.145,29,0.7955,159.1,10,11.5
F,0.6,120,0.47,47,0.17,34,1.0805,216.1,9,10.5
M,0.6,120,0.47,47,0.15,30,0.928,185.6,8,9.5
F,0.6,120,0.475,47.5,0.155,31,1.059,211.8,11,12.5
M,0.6,120,0.475,47.5,0.23,46,1.157,231.4,11,12.5
F,0.6,120,0.475,47.5,0.17,34,1.088,217.6,10,11.5
F,0.6,120,0.485,48.5,0.145,29,0.776,155.2,9,10.5
F,0.62,124,0.48,48,0.165,33,1.043,208.6,10,11.5
M,0.625,125,0.48,48,0.16,32,1.1415,228.3,9,10.5
F,0.625,125,0.475,47.5,0.16,32,1.3335,266.7,10,11.5
F,0.625,125,0.5,50,0.175,35,1.273,254.6,9,10.5
M,0.625,125,0.49,49,0.165,33,1.1835,236.7,11,12.5
M,0.625,125,0.485,48.5,0.16,32,1.2135,242.7,9,10.5
I,0.63,126,0.465,46.5,0.15,30,1.0315,206.3,11,12.5
M,0.635,127,0.495,49.5,0.17,34,1.3695,273.9,10,11.5
M,0.65,130,0.515,51.5,0.185,37,1.3745,274.9,12,13.5
M,0.65,130,0.515,51.5,0.18,36,1.463,292.6,11,12.5
F,0.65,130,0.52,52,0.195,39,1.6275,325.5,11,12.5
F,0.65,130,0.475,47.5,0.165,33,1.3875,277.5,9,10.5
M,0.655,131,0.525,52.5,0.16,32,1.46,292,11,12.5
F,0.655,131,0.53,53,0.165,33,1.2835,256.7,8,9.5
F,0.66,132,0.5,50,0.155,31,1.3765,275.3,12,13.5
M,0.66,132,0.515,51.5,0.2,40,1.6465,329.3,11,12.5
M,0.675,135,0.515,51.5,0.145,29,1.265,253,10,11.5
M,0.685,137,0.53,53,0.17,34,1.56,312,11,12.5
M,0.715,143,0.52,52,0.18,36,1.6,320,12,13.5
M,0.735,147,0.555,55.5,0.22,44,2.333,466.6,12,13.5
I,0.175,35,0.125,12.5,0.04,8,0.028,5.6,4,5.5
I,0.37,74,0.285,28.5,0.095,19,0.226,45.2,8,9.5
I,0.395,79,0.3,30,0.09,18,0.2855,57.1,5,6.5
I,0.42,84,0.325,32.5,0.11,22,0.325,65,7,8.5
I,0.455,91,0.37,37,0.11,22,0.514,102.8,8,9.5
I,0.495,99,0.375,37.5,0.115,23,0.5755,115.1,8,9.5
F,0.51,102,0.375,37.5,0.11,22,0.5805,116.1,7,8.5
M,0.515,103,0.39,39,0.14,28,0.678,135.6,8,9.5
M,0.545,109,0.43,43,0.155,31,0.8035,160.7,7,8.5
F,0.555,111,0.405,40.5,0.12,24,0.913,182.6,9,10.5
M,0.58,116,0.45,45,0.16,32,0.8675,173.5,9,10.5
F,0.59,118,0.465,46.5,0.17,34,1.0425,208.5,10,11.5
M,0.6,120,0.46,46,0.18,36,1.14,228,10,11.5
F,0.61,122,0.49,49,0.17,34,1.3475,269.5,11,12.5
M,0.615,123,0.475,47.5,0.155,31,1.0735,214.7,11,12.5
M,0.615,123,0.475,47.5,0.19,38,1.4335,286.7,9,10.5
M,0.615,123,0.495,49.5,0.2,40,1.304,260.8,14,15.5
M,0.62,124,0.46,46,0.16,32,0.9505,190.1,9,10.5
M,0.63,126,0.515,51.5,0.17,34,1.385,277,11,12.5
F,0.64,128,0.5,50,0.17,34,1.12,224,12,13.5
F,0.64,128,0.5,50,0.17,34,1.2645,252.9,9,10.5
F,0.655,131,0.455,45.5,0.17,34,1.275,255,8,9.5
M,0.655,131,0.505,50.5,0.165,33,1.27,254,10,11.5
M,0.66,132,0.53,53,0.175,35,1.583,316.6,10,11.5
F,0.665,133,0.5,50,0.175,35,1.4355,287.1,9,10.5
F,0.67,134,0.525,52.5,0.195,39,1.42,284,10,11.5
M,0.69,138,0.53,53,0.19,38,1.5955,319.1,10,11.5
M,0.715,143,0.525,52.5,0.2,40,1.89,378,10,11.5
F,0.735,147,0.565,56.5,0.225,45,2.037,407.4,13,14.5
I,0.27,54,0.205,20.5,0.05,10,0.084,16.8,6,7.5
I,0.285,57,0.225,22.5,0.07,14,0.1005,20.1,7,8.5
I,0.295,59,0.22,22,0.085,17,0.1285,25.7,5,6.5
I,0.3,60,0.225,22.5,0.075,15,0.1345,26.9,5,6.5
I,0.3,60,0.22,22,0.065,13,0.1195,23.9,5,6.5
I,0.36,72,0.265,26.5,0.085,17,0.1895,37.9,6,7.5
I,0.37,74,0.275,27.5,0.095,19,0.257,51.4,6,7.5
I,0.39,78,0.29,29,0.09,18,0.2745,54.9,8,9.5
I,0.435,87,0.325,32.5,0.1,20,0.342,68.4,6,7.5
I,0.44,88,0.34,34,0.105,21,0.344,68.8,8,9.5
I,0.44,88,0.32,32,0.095,19,0.3275,65.5,8,9.5
I,0.445,89,0.345,34.5,0.12,24,0.4035,80.7,7,8.5
I,0.465,93,0.37,37,0.115,23,0.4075,81.5,9,10.5
I,0.465,93,0.355,35.5,0.12,24,0.4975,99.5,8,9.5
I,0.47,94,0.345,34.5,0.12,24,0.3685,73.7,8,9.5
I,0.475,95,0.365,36.5,0.105,21,0.4175,83.5,7,8.5
I,0.475,95,0.335,33.5,0.1,20,0.4425,88.5,9,10.5
I,0.475,95,0.35,35,0.125,25,0.4225,84.5,9,10.5
I,0.485,97,0.365,36.5,0.125,25,0.426,85.2,8,9.5
I,0.49,98,0.39,39,0.12,24,0.511,102.2,9,10.5
I,0.515,103,0.405,40.5,0.13,26,0.573,114.6,9,10.5
I,0.52,104,0.415,41.5,0.14,28,0.6385,127.7,8,9.5
I,0.525,105,0.405,40.5,0.125,25,0.657,131.4,10,11.5
F,0.525,105,0.425,42.5,0.14,28,0.8735,174.7,10,11.5
I,0.53,106,0.425,42.5,0.13,26,0.781,156.2,9,10.5
I,0.53,106,0.42,42,0.14,28,0.6765,135.3,9,10.5
M,0.53,106,0.41,41,0.125,25,0.769,153.8,9,10.5
I,0.53,106,0.395,39.5,0.125,25,0.6235,124.7,11,12.5
M,0.535,107,0.405,40.5,0.14,28,0.7315,146.3,7,8.5
I,0.535,107,0.45,45,0.155,31,0.8075,161.5,10,11.5
M,0.545,109,0.41,41,0.14,28,0.737,147.4,9,10.5
F,0.545,109,0.41,41,0.125,25,0.654,130.8,10,11.5
I,0.55,110,0.415,41.5,0.15,30,0.7915,158.3,10,11.5
I,0.55,110,0.45,45,0.14,28,0.753,150.6,8,9.5
I,0.55,110,0.4,40,0.135,27,0.717,143.4,9,10.5
I,0.555,111,0.43,43,0.15,30,0.783,156.6,9,10.5
I,0.575,115,0.45,45,0.145,29,0.872,174.4,9,10.5
I,0.575,115,0.44,44,0.15,30,0.983,196.6,8,9.5
F,0.585,117,0.42,42,0.155,31,1.034,206.8,11,12.5
F,0.585,117,0.465,46.5,0.145,29,0.9855,197.1,10,11.5
I,0.585,117,0.46,46,0.14,28,0.7635,152.7,9,10.5
M,0.59,118,0.465,46.5,0.135,27,0.9895,197.9,8,9.5
I,0.595,119,0.47,47,0.135,27,0.9365,187.3,10,11.5
F,0.595,119,0.44,44,0.135,27,0.964,192.8,10,11.5
F,0.595,119,0.46,46,0.155,31,1.0455,209.1,10,11.5
F,0.595,119,0.45,45,0.165,33,1.081,216.2,12,13.5
M,0.6,120,0.47,47,0.16,32,1.012,202.4,10,11.5
F,0.6,120,0.5,50,0.16,32,1.122,224.4,10,11.5
M,0.605,121,0.49,49,0.165,33,1.1245,224.9,11,12.5
F,0.605,121,0.49,49,0.15,30,1.1345,226.9,10,11.5
M,0.61,122,0.45,45,0.19,38,1.0805,216.1,10,11.5
F,0.61,122,0.495,49.5,0.165,33,1.0835,216.7,9,10.5
M,0.615,123,0.47,47,0.175,35,1.242,248.4,11,12.5
M,0.62,124,0.5,50,0.18,36,1.3915,278.3,11,12.5
M,0.62,124,0.525,52.5,0.155,31,1.085,217,10,11.5
I,0.62,124,0.47,47,0.155,31,0.966,193.2,11,12.5
M,0.62,124,0.48,48,0.165,33,1.0855,217.1,10,11.5
F,0.625,125,0.485,48.5,0.135,27,1.3025,260.5,14,15.5
I,0.625,125,0.485,48.5,0.16,32,1.15,230,11,12.5
I,0.63,126,0.49,49,0.17,34,1.217,243.4,11,12.5
F,0.63,126,0.505,50.5,0.195,39,1.306,261.2,9,10.5
M,0.64,128,0.5,50,0.175,35,1.273,254.6,13,14.5
M,0.645,129,0.51,51,0.19,38,1.4865,297.3,12,13.5
M,0.65,130,0.52,52,0.17,34,1.3655,273.1,11,12.5
M,0.65,130,0.495,49.5,0.17,34,1.276,255.2,11,12.5
M,0.65,130,0.495,49.5,0.16,32,1.2075,241.5,10,11.5
F,0.65,130,0.52,52,0.195,39,1.281,256.2,10,11.5
M,0.65,130,0.525,52.5,0.205,41,1.4275,285.5,13,14.5
M,0.65,130,0.51,51,0.175,35,1.155,231,12,13.5
F,0.65,130,0.51,51,0.175,35,1.35,270,10,11.5
M,0.65,130,0.525,52.5,0.19,38,1.3685,273.7,11,12.5
F,0.66,132,0.53,53,0.17,34,1.431,286.2,10,11.5
M,0.66,132,0.51,51,0.18,36,1.261,252.2,10,11.5
F,0.665,133,0.54,54,0.195,39,1.764,352.8,11,12.5
F,0.67,134,0.51,51,0.155,31,1.278,255.6,11,12.5
M,0.67,134,0.54,54,0.195,39,1.217,243.4,11,12.5
F,0.67,134,0.54,54,0.2,40,1.46,292,9,10.5
F,0.675,135,0.535,53.5,0.185,37,1.5575,311.5,11,12.5
M,0.675,135,0.51,51,0.17,34,1.527,305.4,11,12.5
F,0.675,135,0.53,53,0.195,39,1.4985,299.7,9,10.5
M,0.685,137,0.55,55,0.19,38,1.885,377,10,11.5
M,0.685,137,0.535,53.5,0.175,35,1.432,286.4,11,12.5
M,0.705,141,0.55,55,0.21,42,1.4385,287.7,11,12.5
F,0.705,141,0.53,53,0.17,34,1.564,312.8,10,11.5
M,0.71,142,0.555,55.5,0.175,35,2.14,428,11,12.5
F,0.725,145,0.56,56,0.185,37,1.792,358.4,11,12.5
M,0.78,156,0.6,60,0.21,42,2.548,509.6,11,12.5
I,0.235,47,0.13,13,0.075,15,0.1585,31.7,5,6.5
I,0.35,70,0.25,25,0.1,20,0.4015,80.3,7,8.5
I,0.36,72,0.25,25,0.115,23,0.465,93,7,8.5
I,0.38,76,0.28,28,0.095,19,0.2885,57.7,7,8.5
F,0.38,76,0.32,32,0.115,23,0.6475,129.5,7,8.5
M,0.43,86,0.31,31,0.13,26,0.6485,129.7,9,10.5
I,0.465,93,0.36,36,0.105,21,0.452,90.4,9,10.5
I,0.47,94,0.355,35.5,0.12,24,0.4915,98.3,9,10.5
F,0.485,97,0.365,36.5,0.15,30,0.9145,182.9,7,8.5
M,0.495,99,0.375,37.5,0.155,31,0.976,195.2,9,10.5
I,0.5,100,0.395,39.5,0.145,29,0.7865,157.3,8,9.5
M,0.505,101,0.4,40,0.15,30,0.775,155,7,8.5
I,0.51,102,0.375,37.5,0.15,30,0.8415,168.3,10,11.5
M,0.51,102,0.38,38,0.135,27,0.681,136.2,9,10.5
M,0.515,103,0.37,37,0.115,23,0.6145,122.9,9,10.5
F,0.55,110,0.415,41.5,0.18,36,1.1655,233.1,9,10.5
F,0.575,115,0.42,42,0.19,38,1.764,352.8,10,11.5
M,0.605,121,0.455,45.5,0.16,32,1.1215,224.3,10,11.5
M,0.615,123,0.505,50.5,0.165,33,1.167,233.4,10,11.5
M,0.615,123,0.475,47.5,0.15,30,1.0375,207.5,9,10.5
M,0.625,125,0.48,48,0.18,36,1.223,244.6,10,11.5
M,0.625,125,0.47,47,0.15,30,1.124,224.8,9,10.5
F,0.635,127,0.505,50.5,0.17,34,1.2635,252.7,9,10.5
F,0.65,130,0.525,52.5,0.165,33,1.238,247.6,9,10.5
F,0.65,130,0.5,50,0.17,34,1.4045,280.9,11,12.5
F,0.67,134,0.525,52.5,0.195,39,1.37,274,12,13.5
F,0.695,139,0.525,52.5,0.205,41,1.8185,363.7,13,14.5
F,0.705,141,0.555,55.5,0.195,39,1.7525,350.5,12,13.5
I,0.275,55,0.205,20.5,0.065,13,0.101,20.2,5,6.5
I,0.285,57,0.205,20.5,0.07,14,0.106,21.2,5,6.5
I,0.36,72,0.265,26.5,0.085,17,0.1865,37.3,7,8.5
I,0.385,77,0.29,29,0.1,20,0.2575,51.5,6,7.5
I,0.4,80,0.315,31.5,0.1,20,0.3225,64.5,6,7.5
I,0.43,86,0.33,33,0.095,19,0.32,64,7,8.5
I,0.435,87,0.375,37.5,0.11,22,0.4155,83.1,8,9.5
I,0.45,90,0.335,33.5,0.115,23,0.3935,78.7,7,8.5
I,0.475,95,0.355,35.5,0.135,27,0.4775,95.5,8,9.5
I,0.475,95,0.36,36,0.11,22,0.452,90.4,8,9.5
I,0.485,97,0.37,37,0.14,28,0.5065,101.3,8,9.5
I,0.51,102,0.395,39.5,0.105,21,0.5525,110.5,8,9.5
I,0.515,103,0.39,39,0.12,24,0.565,113,9,10.5
I,0.52,104,0.41,41,0.14,28,0.699,139.8,10,11.5
I,0.525,105,0.4,40,0.14,28,0.6055,121.1,9,10.5
M,0.53,106,0.425,42.5,0.155,31,0.7905,158.1,9,10.5
M,0.53,106,0.425,42.5,0.13,26,0.702,140.4,9,10.5
M,0.53,106,0.42,42,0.135,27,0.675,135,10,11.5
I,0.53,106,0.395,39.5,0.115,23,0.475,95,8,9.5
I,0.53,106,0.41,41,0.15,30,0.612,122.4,11,12.5
I,0.535,107,0.4,40,0.145,29,0.705,141,10,11.5
I,0.535,107,0.45,45,0.135,27,0.728,145.6,9,10.5
F,0.555,111,0.44,44,0.14,28,0.846,169.2,10,11.5
M,0.555,111,0.46,46,0.16,32,0.86,172,10,11.5
M,0.56,112,0.465,46.5,0.145,29,0.8875,177.5,9,10.5
F,0.56,112,0.43,43,0.145,29,0.898,179.6,9,10.5
I,0.565,113,0.43,43,0.125,25,0.6545,130.9,9,10.5
I,0.575,115,0.45,45,0.145,29,0.795,159,10,11.5
M,0.575,115,0.465,46.5,0.12,24,1.0535,210.7,9,10.5
F,0.575,115,0.46,46,0.15,30,0.927,185.4,9,10.5
I,0.58,116,0.42,42,0.14,28,0.701,140.2,9,10.5
M,0.58,116,0.45,45,0.155,31,0.8275,165.5,8,9.5
F,0.585,117,0.42,42,0.155,31,0.9845,196.9,13,14.5
M,0.585,117,0.47,47,0.145,29,0.9565,191.3,9,10.5
I,0.59,118,0.45,45,0.125,25,0.86,172,9,10.5
M,0.595,119,0.48,48,0.185,37,1.1785,235.7,10,11.5
M,0.615,123,0.48,48,0.185,37,1.2205,244.1,10,11.5
M,0.615,123,0.455,45.5,0.13,26,0.9685,193.7,10,11.5
F,0.62,124,0.5,50,0.175,35,1.107,221.4,11,12.5
I,0.62,124,0.48,48,0.18,36,1.1305,226.1,12,13.5
M,0.62,124,0.48,48,0.155,31,1.2555,251.1,11,12.5
M,0.625,125,0.495,49.5,0.155,31,1.177,235.4,9,10.5
M,0.625,125,0.5,50,0.185,37,1.2425,248.5,10,11.5
M,0.63,126,0.49,49,0.16,32,1.09,218,12,13.5
F,0.63,126,0.475,47.5,0.15,30,1.072,214.4,8,9.5
F,0.645,129,0.51,51,0.155,31,1.129,225.8,10,11.5
F,0.65,130,0.505,50.5,0.175,35,1.2075,241.5,10,11.5
F,0.65,130,0.495,49.5,0.175,35,1.227,245.4,11,12.5
F,0.655,131,0.52,52,0.175,35,1.472,294.4,13,14.5
F,0.665,133,0.525,52.5,0.18,36,1.5785,315.7,14,15.5
M,0.67,134,0.52,52,0.175,35,1.4755,295.1,10,11.5
M,0.675,135,0.54,54,0.175,35,1.5545,310.9,12,13.5
F,0.675,135,0.54,54,0.21,42,1.593,318.6,11,12.5
M,0.695,139,0.58,58,0.2,40,1.8995,379.9,13,14.5
F,0.695,139,0.535,53.5,0.175,35,1.361,272.2,10,11.5
F,0.705,141,0.56,56,0.17,34,1.4575,291.5,11,12.5
M,0.74,148,0.58,58,0.205,41,2.381,476.2,12,13.5
I,0.205,41,0.155,15.5,0.045,9,0.0495,9.9,3,4.5
I,0.305,61,0.23,23,0.075,15,0.1455,29.1,6,7.5
I,0.32,64,0.23,23,0.06,12,0.129,25.8,7,8.5
I,0.355,71,0.27,27,0.1,20,0.2255,45.1,7,8.5
M,0.425,85,0.305,30.5,0.11,22,0.359,71.8,9,10.5
I,0.425,85,0.31,31,0.095,19,0.3505,70.1,8,9.5
F,0.45,90,0.365,36.5,0.115,23,0.5885,117.7,8,9.5
M,0.515,103,0.385,38.5,0.13,26,0.623,124.6,10,11.5
F,0.52,104,0.375,37.5,0.135,27,0.5375,107.5,8,9.5
I,0.525,105,0.4,40,0.125,25,0.5655,113.1,8,9.5
M,0.555,111,0.445,44.5,0.13,26,0.8625,172.5,9,10.5
F,0.61,122,0.49,49,0.17,34,1.137,227.4,12,13.5
I,0.35,70,0.26,26,0.095,19,0.221,44.2,8,9.5
I,0.38,76,0.275,27.5,0.095,19,0.2425,48.5,6,7.5
I,0.46,92,0.34,34,0.1,20,0.386,77.2,8,9.5
M,0.465,93,0.355,35.5,0.12,24,0.5315,106.3,8,9.5
M,0.475,95,0.385,38.5,0.12,24,0.562,112.4,8,9.5
M,0.565,113,0.445,44.5,0.14,28,0.836,167.2,9,10.5
M,0.57,114,0.45,45,0.14,28,0.9275,185.5,8,9.5
M,0.57,114,0.44,44,0.145,29,0.8815,176.3,10,11.5
M,0.595,119,0.46,46,0.155,31,1.03,206,10,11.5
F,0.605,121,0.48,48,0.175,35,1.1685,233.7,9,10.5
F,0.615,123,0.455,45.5,0.135,27,1.059,211.8,9,10.5
M,0.62,124,0.46,46,0.17,34,1.127,225.4,7,8.5
M,0.625,125,0.47,47,0.17,34,1.1665,233.3,11,12.5
F,0.68,136,0.52,52,0.185,37,1.541,308.2,10,11.5
M,0.68,136,0.54,54,0.195,39,1.7825,356.5,11,12.5
M,0.68,136,0.52,52,0.175,35,1.543,308.6,11,12.5
F,0.71,142,0.555,55.5,0.17,34,1.47,294,12,13.5
M,0.5,100,0.385,38.5,0.12,24,0.6335,126.7,14,15.5
F,0.545,109,0.42,42,0.175,35,0.754,150.8,10,11.5
F,0.46,92,0.365,36.5,0.115,23,0.4485,89.7,14,15.5
M,0.535,107,0.41,41,0.15,30,0.8105,162.1,11,12.5
M,0.335,67,0.26,26,0.075,15,0.22,44,6,7.5
F,0.425,85,0.35,35,0.1,20,0.4425,88.5,7,8.5
M,0.41,82,0.325,32.5,0.1,20,0.3555,71.1,9,10.5
I,0.17,34,0.105,10.5,0.035,7,0.034,6.8,4,5.5
I,0.335,67,0.25,25,0.095,19,0.185,37,8,9.5
M,0.52,104,0.425,42.5,0.125,25,0.79,158,8,9.5
F,0.53,106,0.41,41,0.145,29,0.8255,165.1,9,10.5
M,0.5,100,0.42,42,0.125,25,0.62,124,11,12.5
F,0.615,123,0.475,47.5,0.145,29,0.9525,190.5,9,10.5
M,0.575,115,0.45,45,0.16,32,0.955,191,16,17.5
M,0.57,114,0.45,45,0.155,31,0.91,182,14,15.5
M,0.455,91,0.35,35,0.105,21,0.416,83.2,11,12.5
I,0.37,74,0.275,27.5,0.085,17,0.2045,40.9,6,7.5
M,0.445,89,0.37,37,0.125,25,0.515,103,9,10.5
F,0.675,135,0.535,53.5,0.22,44,1.604,320.8,14,15.5
M,0.385,77,0.3,30,0.115,23,0.3435,68.7,6,7.5
F,0.375,75,0.295,29.5,0.11,22,0.3005,60.1,7,8.5
M,0.56,112,0.44,44,0.13,26,0.8255,165.1,10,11.5
M,0.55,110,0.41,41,0.15,30,0.785,157,12,13.5
F,0.57,114,0.465,46.5,0.155,31,0.9685,193.7,9,10.5
F,0.485,97,0.4,40,0.155,31,0.731,146.2,11,12.5
M,0.41,82,0.335,33.5,0.115,23,0.4405,88.1,8,9.5
I,0.335,67,0.255,25.5,0.085,17,0.1785,35.7,9,10.5
M,0.655,131,0.515,51.5,0.2,40,1.373,274.6,16,17.5
F,0.565,113,0.45,45,0.165,33,0.9765,195.3,12,13.5
F,0.57,114,0.44,44,0.19,38,1.018,203.6,9,10.5
F,0.55,110,0.465,46.5,0.15,30,1.082,216.4,14,15.5
F,0.63,126,0.475,47.5,0.175,35,1.423,284.6,14,15.5
M,0.475,95,0.37,37,0.125,25,0.655,131,10,11.5
F,0.655,131,0.5,50,0.18,36,1.4155,283.1,18,19.5
I,0.32,64,0.235,23.5,0.065,13,0.1385,27.7,5,6.5
M,0.525,105,0.395,39.5,0.165,33,0.782,156.4,19,20.5
F,0.525,105,0.43,43,0.165,33,0.717,143.4,10,11.5
F,0.5,100,0.39,39,0.13,26,0.6355,127.1,15,16.5
F,0.44,88,0.34,34,0.135,27,0.3975,79.5,8,9.5
F,0.49,98,0.385,38.5,0.16,32,0.656,131.2,9,10.5
M,0.545,109,0.44,44,0.165,33,0.744,148.8,15,16.5
F,0.45,90,0.36,36,0.11,22,0.447,89.4,12,13.5
F,0.515,103,0.4,40,0.115,23,0.578,115.6,9,10.5
I,0.33,66,0.25,25,0.075,15,0.1405,28.1,5,6.5
F,0.525,105,0.41,41,0.15,30,0.708,141.6,12,13.5
M,0.295,59,0.225,22.5,0.09,18,0.1385,27.7,9,10.5
M,0.545,109,0.45,45,0.16,32,0.8615,172.3,16,17.5
F,0.645,129,0.5,50,0.225,45,1.626,325.2,15,16.5
M,0.45,90,0.355,35.5,0.115,23,0.478,95.6,10,11.5
F,0.61,122,0.49,49,0.17,34,1.1775,235.5,15,16.5
I,0.38,76,0.3,30,0.1,20,0.286,57.2,7,8.5
F,0.565,113,0.455,45.5,0.13,26,1.058,211.6,10,11.5
F,0.67,134,0.545,54.5,0.16,32,1.5415,308.3,15,16.5
M,0.54,108,0.425,42.5,0.12,24,0.817,163.4,10,11.5
I,0.29,58,0.225,22.5,0.075,15,0.152,30.4,9,10.5
I,0.41,82,0.33,33,0.105,21,0.335,67,7,8.5
F,0.46,92,0.375,37.5,0.12,24,0.4915,98.3,7,8.5
F,0.56,112,0.44,44,0.155,31,0.9705,194.1,9,10.5
F,0.575,115,0.45,45,0.1,20,0.9315,186.3,12,13.5
M,0.62,124,0.5,50,0.2,40,1.221,244.2,12,13.5
M,0.515,103,0.4,40,0.14,28,0.7365,147.3,16,17.5
F,0.56,112,0.46,46,0.18,36,0.97,194,12,13.5
F,0.5,100,0.4,40,0.15,30,0.8085,161.7,13,14.5
I,0.435,87,0.355,35.5,0.125,25,0.4075,81.5,9,10.5
M,0.495,99,0.38,38,0.135,27,0.6295,125.9,12,13.5
F,0.595,119,0.5,50,0.18,36,1.053,210.6,13,14.5
M,0.76,152,0.575,57.5,0.19,38,1.829,365.8,14,15.5
F,0.615,123,0.5,50,0.165,33,1.1765,235.3,17,18.5
F,0.565,113,0.46,46,0.15,30,0.8765,175.3,10,11.5
I,0.14,28,0.105,10.5,0.035,7,0.0145,2.9,4,5.5
M,0.445,89,0.345,34.5,0.14,28,0.476,95.2,15,16.5
F,0.525,105,0.43,43,0.125,25,0.813,162.6,12,13.5
I,0.16,32,0.12,12,0.02,4,0.018,3.6,4,5.5
M,0.635,127,0.48,48,0.235,47,1.064,212.8,16,17.5
M,0.575,115,0.47,47,0.165,33,0.853,170.6,16,17.5
M,0.38,76,0.27,27,0.095,19,0.219,43.8,6,7.5
M,0.245,49,0.18,18,0.065,13,0.0635,12.7,4,5.5
I,0.48,96,0.39,39,0.15,30,0.6275,125.5,13,14.5
I,0.455,91,0.365,36.5,0.135,27,0.441,88.2,9,10.5
F,0.455,91,0.375,37.5,0.125,25,0.458,91.6,10,11.5
M,0.455,91,0.355,35.5,0.135,27,0.4745,94.9,13,14.5
I,0.355,71,0.27,27,0.1,20,0.216,43.2,10,11.5
I,0.52,104,0.405,40.5,0.14,28,0.6765,135.3,15,16.5
I,0.54,108,0.4,40,0.145,29,0.757,151.4,11,12.5
I,0.52,104,0.39,39,0.14,28,0.7325,146.5,19,20.5
I,0.56,112,0.445,44.5,0.165,33,1.0285,205.7,11,12.5
F,0.52,104,0.41,41,0.16,32,0.712,142.4,10,11.5
I,0.615,123,0.46,46,0.19,38,1.066,213.2,13,14.5
F,0.645,129,0.49,49,0.19,38,1.3065,261.3,18,19.5
I,0.565,113,0.43,43,0.135,27,0.8545,170.9,11,12.5
M,0.295,59,0.23,23,0.085,17,0.125,25,8,9.5
M,0.375,75,0.28,28,0.095,19,0.2225,44.5,10,11.5
I,0.525,105,0.4,40,0.14,28,0.6955,139.1,10,11.5
M,0.395,79,0.28,28,0.08,16,0.266,53.2,12,13.5
F,0.5,100,0.4,40,0.165,33,0.7105,142.1,20,21.5
F,0.47,94,0.35,35,0.115,23,0.487,97.4,8,9.5
I,0.58,116,0.42,42,0.16,32,0.728,145.6,14,15.5
I,0.5,100,0.38,38,0.155,31,0.6675,133.5,12,13.5
I,0.725,145,0.55,55,0.22,44,2.0495,409.9,10,11.5
F,0.65,130,0.515,51.5,0.215,43,1.498,299.6,16,17.5
F,0.67,134,0.535,53.5,0.185,37,1.597,319.4,21,22.5
I,0.55,110,0.44,44,0.165,33,0.8605,172.1,17,18.5
F,0.49,98,0.37,37,0.115,23,0.541,108.2,11,12.5
I,0.235,47,0.18,18,0.06,12,0.058,11.6,6,7.5
I,0.235,47,0.175,17.5,0.08,16,0.0645,12.9,5,6.5
M,0.52,104,0.41,41,0.115,23,0.77,154,11,12.5
F,0.475,95,0.4,40,0.115,23,0.541,108.2,13,14.5
M,0.53,106,0.425,42.5,0.11,22,0.739,147.8,13,14.5
F,0.35,70,0.275,27.5,0.065,13,0.205,41,10,11.5
M,0.555,111,0.42,42,0.145,29,0.8695,173.9,14,15.5
M,0.505,101,0.39,39,0.105,21,0.6555,131.1,11,12.5
F,0.54,108,0.44,44,0.16,32,1.0905,218.1,15,16.5
F,0.525,105,0.4,40,0.115,23,0.6295,125.9,11,12.5
M,0.55,110,0.45,45,0.175,35,1.0985,219.7,14,15.5
M,0.55,110,0.44,44,0.16,32,0.991,198.2,20,21.5
